order,prefactor,error,relative error
1,0.0,0.0,0.0
2,1.4646801083254348,1.3855413583193013e-05,9.459685773321434e-06
3,5.9915654735115,0.00014694305505418391,2.452498528202921e-05
4,32.75674614985462,0.0012096525124561863,3.692834773399967e-05
5,222.55748736818737,0.021856219445007735,9.820482655274572e-05
6,1723.4917890078518,0.16399514908529733,9.515284617613586e-05
7,14587.318093138148,2.5438588738802137,0.00017438838706594333
8,131656.01724499368,31.422574245510155,0.00023867176679845238
9,1247966.0526255695,408.8934949758762,0.00032764793089973385
10,12296960.219372023,3619.1526386945575,0.00029431278739872014
