order,prefactor,error,relative error
1,0.0,0.0,0.0
2,0.9877653819602263,5.790141701906852e-06,5.86185931158701e-06
3,2.7147193754282783,3.532885804816363e-05,1.30138158543883e-05
4,8.72065241875735,0.00012181238518472796,1.3968265140658551e-05
5,33.50779023692009,0.0007058378670273038,2.1064888553873847e-05
6,143.81915807754908,0.0031650045327613783,2.2006835355375732e-05
7,661.8507677950304,0.015235119889075227,2.301896534747757e-05
8,3201.1212298492264,0.10252130898202175,3.202668740754018e-05
9,16083.22032737504,0.6918504701254489,4.3016911790225193e-05
10,83275.7613091895,4.659067329599873,5.594746005745304e-05
