order,prefactor,error,relative error
1,0.0,0.0,0.0
2,-4.531900355061578,4.9564009345897423e-05,1.0936694424567498e-05
3,-13.310195300603777,0.0004142902323996038,3.112578163152954e-05
4,-44.40757785302224,0.004450162833811196,0.00010021178927029302
5,-211.17239777568824,0.027079130863849474,0.00012823234072766222
6,-886.1761125878862,0.2747848481582392,0.00031007927685591677
7,-4753.982677971074,2.191674765599482,0.0004610186687795957
8,-21774.50827034107,21.727245145367938,0.000997829428596672
9,-125353.93557829471,2551.476185910664,0.02035417694817439
10,-606005.5995535612,56222.46769259745,0.09277549206478625
11,-5861647.742070833,1309857.856333221,0.22346239725938696
