order,Nsites,prefactor,error,relative error,Nseeds
1,2,0,0.0,0.0,20
2,2,2.0019596988511927,4.381361297292625e-06,2.188536212695406e-06,20
2,3,-6.53386005391277,4.9369977674927034e-05,7.556020065866281e-06,20
3,2,0,0.0,0.0,20
3,3,7.0338104808587,4.5214430888058474e-05,6.428155977631432e-06,20
3,4,-20.344005781462478,0.00041181555568140784,2.024259922579532e-05,20
4,2,-0.5000015626199643,1.1275974394400556e-06,2.2551878308770557e-06,20
4,3,4.444868122528744,3.236267936017438e-05,7.280908784704916e-06,20
4,4,25.776487981432457,0.0007857548198397595,3.0483393253796297e-05,20
4,5,-74.12893239436349,0.0043801244270045255,5.9087920000013046e-05,20
5,2,0,0.0,0.0,20
5,3,-4.602318075781281,4.311308520836804e-05,9.367689172819556e-06,20
5,4,51.65668249672393,0.0011650597880887956,2.255390264681987e-05,20
5,5,47.96605930440063,0.005412404092198583,0.00011283820623767656,20
5,6,-306.19282150103146,0.02650709314950056,8.656993661561484e-05,20
6,2,0.25000031272636286,5.685382537571769e-07,2.274150170281862e-06,20
6,3,-4.46515779594565,5.6236798090806585e-05,1.2594582467358584e-05,20
6,4,-34.28839799768754,0.0026817069620034308,7.821033115003766e-05,20
6,5,325.7791079111651,0.05094162949413844,0.00015636861989329725,20
6,6,147.46674870733864,0.08939640195501394,0.000606213961714375,20
6,7,-1320.9184137254829,0.25477981035434366,0.00019288080755553214,20
7,2,0,0.0,0.0,20
7,3,1.346467051049599,1.637549342970461e-05,1.2161822613438309e-05,20
7,4,-58.8607564706651,0.003192239721719986,5.423375289631093e-05,20
7,5,332.6014278683664,0.11315408522616222,0.00034020925872556745,20
7,6,1376.6280750144028,0.5492058929973876,0.00039895008896403744,20
7,7,-402.73119899053614,0.9733003832833288,0.0024167493994082154,20
7,8,-6002.966692443691,1.8819361018634624,0.0003135010067992503,20
8,2,-0.15625044993042345,3.6169583319981363e-07,2.3148466667511847e-06,20
8,3,3.369980546043377,3.961867677814497e-05,1.175635177617284e-05,20
8,4,-27.539460751679496,0.004994100321081087,0.00018134343174372146,20
8,5,-1003.4126365333199,0.44708599792592074,0.0004455654450102937,20
8,6,2915.5048591153964,3.0176823499742382,0.0010350462426908264,20
8,7,7480.311851365764,9.583640954382966,0.0012811820074898582,20
8,8,-3328.497983961091,12.685270308854005,0.0038111095064440608,20
8,9,-27814.088629672257,14.491535710827888,0.0005210142206625537,20
9,2,0,0.0,0.0,20
9,3,1.8892891705278114,1.8324123032471326e-05,9.6989509696666e-06,20
9,4,-40.341159744149465,0.006691334371136361,0.00016586866648291593,20
9,5,-554.892393031807,0.3012482723200121,0.0005428949398171768,20
9,6,1221.1630427376465,6.000586286504249,0.004913828929060875,20
9,7,19458.665931685766,129.02017772349978,0.00663047395831017,20
9,8,25237.13102158552,576.7414979650374,0.022852894707870948,20
9,9,-37950.77256824249,2475.494917148166,0.06522910469600506,20
9,10,-132726.77874245573,180.67258474097514,0.0013612368690989925,20
10,2,0.10937488161174061,2.454490350001075e-07,2.2441078918960886e-06,20
10,3,-1.150435695154617,1.3094824845366038e-05,1.1382491781608107e-05,20
10,4,42.35594103672242,0.010704181164043607,0.0002527197106720667,20
10,5,-420.4470367198134,0.3926519157693199,0.0009338915047009447,20
10,6,-21779.92468845885,112.09933228894661,0.005146910923358145,20
10,7,20344.457769855224,532.7955129708771,0.026188730070767996,20
10,8,129517.14756544633,4602.915416395098,0.03553904253542334,20
10,9,130822.20203507863,12073.931240224403,0.09229267702577658,20
10,10,-232457.19781790682,54414.65034563036,0.23408460076274157,20
10,11,-632073.1522610793,5722.640807404109,0.009053763455911443,20
11,2,0,0.0,0.0,20
11,3,-3.24522823255586,4.762315483779287e-05,1.4674824519286914e-05,20
11,4,103.448211597981,0.029789984989300574,0.00028797003378917753,20
11,5,-2121.192438458246,3.5738589183085345,0.001684834837949043,20
11,6,5280.833621625305,129.83573032863535,0.024586218697925055,20
11,7,-19070.927686810082,2451.6816983455847,0.12855597475948835,20
11,8,199758.48500485567,29735.189220793774,0.14885570052291386,20
11,9,603670.5142981361,118734.18611161395,0.1966870723339229,20
11,10,140139.2272187415,219872.14730150107,1.5689550432464245,20
11,11,-3633267.629987786,1284552.8954843576,0.35355306195505226,20
11,12,-3156137.255084502,48163.11139053897,0.015260144758580677,20
