order,Nsites,prefactor,error,relative error,Nseeds
1,2,0,0.0,0.0,20
2,2,2.5451374947535106,1.4181703329940207e-05,5.572077484683658e-06,20
2,3,-113.5574642295018,0.0008614170589123548,7.585737007753312e-06,20
3,2,0,0.0,0.0,20
3,3,57.63970861295296,0.0009490913248754449,1.6465928571022692e-05,20
3,4,-1683.3286697392737,0.020161958595539996,1.1977434328771237e-05,20
4,2,-0.5164749810862037,4.787897454341932e-06,9.270337634307971e-06,20
4,3,9.959103239360207,0.00015071858054437276,1.5133750190348988e-05,20
4,4,757.1676376472293,0.3978740694735653,0.0005254768557064745,20
4,5,-31123.60712829748,0.712424818737621,2.289017515871053e-05,20
5,2,0,0.0,0.0,20
5,3,-32.30778459649462,0.0007182972072713937,2.223294528679409e-05,20
5,4,895.9409490359225,0.6933558232605292,0.0007738856271795758,20
5,5,7135.868576749982,168.89746690735655,0.023668802906160104,20
5,6,-643839.7326199813,14.168384393613698,2.2006073368535672e-05,20
6,2,0.2513922235967569,3.006983035038644e-06,1.1961320807846325e-05,20
6,3,-3.0802078365185794,9.180865061882952e-05,2.980599215752815e-05,20
6,4,-729.6811502094454,0.3424854946221433,0.0004693632205297305,20
6,5,28395.376582864286,30.231565273773406,0.001064665058607365,20
6,6,-33398.16531691789,842.4103389558329,0.025223251964954754,20
6,7,-14262356.016582305,638.9826790241821,4.4802042403180856e-05,20
7,2,0,0.0,0.0,20
7,3,5.856885320451907,0.00014573104669277228,2.4882004464708886e-05,20
7,4,-1255.7874300559135,0.7889680672257132,0.0006282656191188222,20
7,5,3543.015930631011,51.84243650357157,0.014632289980795665,20
7,6,724302.919120088,695.3860736272998,0.000960076309608254,20
7,7,-5382317.434098906,45323.7195793305,0.008420855910910888,20
7,8,-330887537.56917036,16684.923044520554,5.04247550907917e-05,20
8,2,-0.15640303394686203,1.8700945917533552e-06,1.1956894598276912e-05,20
8,3,0.2276161299241804,6.785061398458311e-05,0.0002980922925241913,20
8,4,-71.29133890779413,0.598158898667302,0.008390344575249752,20
8,5,-47138.747655702806,60.2558345746244,0.0012782654943387047,20
8,6,649641.0052210735,2152.0559392086834,0.0033126848858260364,20
8,7,16326866.649381438,78316.36028483375,0.004796778338837039,20
8,8,-240274126.2064828,2465162.876113299,0.010259793324541437,20
8,9,-7935836420.027924,636525.0951812613,8.02089485583199e-05,20
9,2,0,0.0,0.0,20
9,3,36.55000147379952,0.0028925429674929626,7.913933928474535e-05,20
9,4,337.78056887051764,9.220052371249537,0.02729598212851576,20
9,5,-67493.5542899205,93.31396631949981,0.0013825611541906208,20
9,6,-691720.8641799112,4891.875422184259,0.007072036822228801,20
9,7,28701750.574864328,144054.7121951327,0.005019021812602929,20
9,8,320927605.65045273,3675190.3528783843,0.011451773821169253,20
9,9,-8560444435.1612625,59647664.45529239,0.006967823330561545,20
9,10,-195166754786.2943,13190594.491671914,6.758627772499208e-05,20
10,2,0.10939430186522352,1.317397667255095e-06,1.2042653454456535e-05,20
10,3,1.683457577814929,0.0001455303328480974,8.644728252492756e-05,20
10,4,934.6652220054759,0.48626828755387924,0.0005202593143569756,20
10,5,-35514.32251417954,85.48109855235712,0.0024069471835828408,20
10,6,-3002584.898220412,14300.814023948255,0.0047628341941052645,20
10,7,7949369.060190658,337611.14109206974,0.04247018078236922,20
10,8,961022360.6075712,7927155.037096289,0.008248668669982492,20
10,9,4996033800.5565815,110184690.24118471,0.022054432503821254,20
10,10,-277910326356.18005,2138805041.1294575,0.007696025797862173,20
10,11,-4896836742646.072,776509255.5413483,0.00015857364587608264,20
11,2,0,0.0,0.0,20
11,3,-65.36751774464581,0.0061493312773328035,9.407319551822035e-05,20
11,4,5189.20382666505,3.9942365412649625,0.0007697204956067301,20
11,5,50670.66077080651,168.9544840283854,0.003334365122898242,20
11,6,-5325437.694415997,35547.78655527537,0.006675092000897711,20
11,7,-71763234.08531499,1244291.2432731788,0.017338840133569174,20
11,8,1009885698.0297382,8027331.803985892,0.007948752833758331,20
11,9,29705748966.425377,699611866.125537,0.02355139629424144,20
11,10,17263667659.976513,4338177807.254025,0.25128946482858366,20
11,11,-8818671625021.836,120564240303.329,0.013671474052990431,20
11,12,-124801313124031.0,26448414944.504063,0.00021192417196939985,20
